iter	Passed	Remaining
221	65469	229438
222	65772	229172
223	66134	229108
224	66394	228691
225	66646	228248
226	67037	228281
227	67317	227933
228	67621	227667
229	67901	227320
230	68249	227201
231	68626	227178
232	68927	226899
233	69212	226568
234	69455	226098
235	69773	225876
236	70084	225631
237	70330	225175
238	70643	224934
239	70998	224827
240	71247	224385
241	71583	224215
242	71802	223680
243	72160	223578
244	72458	223291
245	72725	222906
246	73014	222590
247	73346	222405
248	73628	222069
249	73940	221821
250	74249	221564
251	74559	221312
252	75037	221553
253	75383	221403
254	75635	220973
255	75957	220751
256	76307	220607
257	76615	220343
258	76858	219891
259	77121	219499
260	77399	219151
261	77708	218888
262	77989	218549
263	78337	218396
264	78672	218205
265	79017	218042
266	79328	217782
267	79622	217477
268	79909	217150
269	80236	216934
270	80510	216577
271	80791	216236
272	81091	215947
273	81415	215721
274	81664	215297
275	81977	215042
276	82247	214674
277	82577	214463
278	82846	214094
279	83164	213852
280	83424	213459
281	83762	213267
282	84089	213046
283	84450	212910
284	84776	212683
285	85130	212527
286	85455	212297
287	85724	211930
288	86021	211630
289	86342	211389
290	86696	211228
291	86989	210920
292	87323	210709
293	87554	210249
294	87828	209895
295	88168	209697
296	88492	209461
297	88742	209051
298	89003	208666
299	89312	208394
300	89570	208006
301	89932	207856
302	90185	207456
303	90523	207250
304	90824	206960
305	91205	206851
306	91496	206538
307	91849	206363
308	92241	206274
309	92626	206169
310	92900	205814
311	93246	205621
312	93550	205332
313	93893	205130
314	94218	204887
315	94515	204583
316	94806	204267
317	95151	204066
318	95445	203755
319	95754	203478
320	96068	203209
321	96353	202881
322	96614	202501
323	96897	202168
324	97206	201890
325	97484	201548
326	97784	201250
327	98116	201019
328	98384	200656
329	98709	200410
330	99001	200097
331	99276	199748
332	99479	199258
333	99766	198936
334	100104	198714
335	100433	198474
336	100716	198146
337	101022	197861
338	101305	197531
339	101650	197322
340	102102	197317
341	102520	197247
342	102873	197048
343	103210	196819
344	103492	196484
345	103900	196390
346	104341	196354
347	104834	196413
348	105202	196236
349	105624	196160
350	105987	195970
351	106478	196017
352	106926	195980
353	107218	195659
354	107541	195392
355	107845	195091
356	108259	194988
357	108689	194913
358	109193	194966
359	109554	194762
360	109808	194369
361	110225	194264
362	110527	193955
363	110885	193745
364	111205	193467
365	111505	193154
366	111868	192951
367	112180	192657
368	112429	192257
369	112719	191928
370	113049	191666
371	113394	191429
372	113698	191123
373	114007	190825
374	114228	190381
375	114474	189978
376	114822	189746
377	115113	189419
378	115359	189018
379	115607	188622
380	115853	188223
381	116192	187976
382	116491	187663
383	116765	187311
384	117076	187018
385	117492	186892
386	117766	186539
387	118124	186319
388	118438	186030
389	118789	185798
390	119093	185492
391	119308	185049
392	119559	184663
393	119916	184440
394	120274	184217
395	120578	183912
396	120812	183500
397	121166	183271
398	121530	183056
399	121833	182750
400	122244	182604
401	122593	182365
402	123013	182230
403	123280	181869
404	123542	181500
405	123785	181104
406	124140	180873
407	124450	180575
408	124685	180169
409	124974	179840
410	125229	179464
411	125588	179238
412	125883	178918
413	126178	178600
414	126518	178345
415	126865	178099
416	127121	177726
417	127439	177439
418	127747	177138
419	128112	176917
420	128465	176677
421	128779	176385
422	129459	176591
423	129733	176241
424	130092	176006
425	130346	175630
426	130773	175488
427	131095	175201
428	131411	174909
429	131724	174611
430	132279	174633
431	132654	174416
432	133063	174242
433	133496	174098
434	133838	173836
435	134299	173726
436	134792	173656
437	135141	173401
438	135569	173244
439	136018	173114
440	136353	172838
441	136745	172633
442	137290	172619
443	137682	172412
444	138134	172280
445	138585	172144
446	139039	172010
447	139351	171701
448	140119	171950
449	140511	171736
450	141149	171820
451	141475	171522
452	141945	171400
453	142439	171303
454	142872	171133
455	143306	170962
456	143692	170733
457	144140	170577
458	144493	170307
459	144890	170089
460	145267	169846
461	145622	169577
462	146153	169512
463	146523	169259
464	146933	169052
465	147293	168786
466	147701	168576
467	148106	168359
468	148476	168104
469	149018	168042
470	149341	167731
471	149664	167420
472	150160	167303
473	150515	167027
474	150809	166683
475	151179	166424
476	151608	166229
477	152097	166098
478	152526	165900
479	152928	165672
480	153328	165441
481	153624	165098
482	154150	165002
483	154453	164665
484	154757	164329
485	155116	164053
486	155549	163854
487	155901	163568
488	156205	163233
489	156634	163027
490	156977	162732
491	157277	162392
492	157638	162114
493	158115	161956
494	158544	161747
495	158931	161495
496	159414	161339
497	159710	160993
498	160091	160733
499	160486	160486
500	160855	160213
501	161211	159926
502	161575	159648
503	162025	159453
504	162343	159128
505	162681	158823
506	163190	158684
507	163554	158403
508	164016	158216
509	164498	158047
510	164886	157787
511	165228	157483
512	165637	157242
513	166033	156989
514	166413	156719
515	166874	156525
516	167295	156293
517	167600	155952
518	168019	155717
519	168432	155475
520	168777	155171
521	169126	154870
522	169623	154704
523	170011	154438
524	170403	154174
525	170876	153983
526	171241	153694
527	171617	153415
528	172059	153195
529	172488	152961
530	172875	152690
531	173335	152483
532	173756	152240
533	174072	151905
534	174408	151589
535	175056	151541
536	175377	151210
537	175702	150881
538	176272	150763
539	176689	150512
540	176986	150160
541	177459	149956
542	177932	149751
543	178272	149434
544	178698	149189
545	179060	148889
546	179393	148565
547	179885	148372
548	180412	148207
549	180797	147924
550	181264	147709
551	181651	147427
552	181996	147110
553	182514	146933
554	182961	146698
555	183472	146513
556	183960	146309
557	184282	145973
558	184635	145660
559	185089	145427
560	185394	145077
561	185788	144795
562	186276	144587
563	186641	144282
564	187061	144020
565	187456	143738
566	187822	143434
567	188337	143242
568	188847	143046
569	189256	142772
570	189562	142420
571	190129	142264
572	190470	141938
573	190920	141693
574	191366	141444
575	191721	141128
576	192034	140781
577	192527	140565
578	192970	140311
579	193346	140009
580	193679	139676
581	194123	139422
582	194458	139089
583	194813	138771
584	195292	138540
585	195597	138186
586	196012	137909
587	196428	137633
588	196862	137369
589	197192	137031
590	197556	136718
591	198042	136488
592	198387	136161
593	198681	135799
594	199105	135525
595	199502	135233
596	199945	134971
597	200451	134751
598	200945	134522
599	201269	134179
600	201652	133875
601	201953	133517
602	202267	133167
603	202655	132867
604	203158	132640
605	203501	132309
606	203847	131980
607	204281	131707
608	204608	131366
609	205044	131094
610	205645	130926
611	206028	130619
612	206389	130298
613	206891	130065
614	207185	129701
615	207476	129335
616	208138	129201
617	208458	128853
618	208879	128567
619	209292	128275
620	209650	127950
621	210028	127637
622	210331	127279
623	210834	127041
624	211245	126747
625	211583	126409
626	212107	126181
627	212527	125891
628	213078	125679
629	213496	125386
630	213836	125048
631	214182	124713
632	214622	124433
633	215091	124169
634	215394	123809
635	215748	123478
636	216098	123145
637	216418	122795
638	216796	122478
639	217212	122182
640	217568	121851
641	217898	121507
642	218266	121183
643	218747	120922
644	219077	120577
645	219372	120213
646	219899	119976
647	220235	119634
648	220531	119270
649	221100	119053
650	221495	118743
651	221843	118407
652	222297	118127
653	222821	117884
654	223291	117611
655	223703	117307
656	224176	117035
657	224659	116768
658	225059	116457
659	225370	116099
660	225704	115754
661	226113	115447
662	226429	115093
663	226895	114814
664	227484	114597
665	227926	114305
666	228366	114011
667	228792	113711
668	229136	113369
669	229589	113081
670	230114	112827
671	230530	112520
672	231028	112253
673	231518	111980
674	232006	111707
675	232445	111409
676	232851	111094
677	233153	110730
678	233638	110453
679	234039	110136
680	234416	109807
681	234868	109513
682	235212	109168
683	235575	108833
684	235967	108510
685	236333	108175
686	236769	107873
687	237075	107510
688	237488	107197
689	237926	106894
690	238291	106558
691	238775	106275
692	239136	105937
693	239561	105628
694	239967	105309
695	240312	104963
696	240681	104629
697	241074	104304
698	241492	103990
699	241875	103661
700	242206	103309
701	242605	102986
702	242946	102638
703	243344	102315
704	243856	102039
705	244202	101693
706	244557	101351
707	244951	101025
708	245358	100704
709	245730	100368
710	246079	100023
711	246392	99664
712	246890	99379
713	247237	99033
714	247702	98734
715	248043	98385
716	248947	98259
717	249495	97991
718	249912	97671
719	250529	97428
720	250851	97069
721	251131	96695
722	251624	96403
723	251993	96063
724	252361	95723
725	252840	95424
726	253229	95091
727	253587	94746
728	254126	94469
729	254513	94135
730	254998	93836
731	255590	93577
732	256167	93310
733	256411	92922
734	256900	92624
735	257249	92274
736	257664	91948
737	258148	91646
738	258491	91294
739	258839	90943
740	259305	90634
741	259659	90285
742	260016	89938
743	260390	89596
744	260862	89288
745	261159	88920
746	261725	88643
747	262157	88320
748	262522	87974
749	262930	87643
750	263391	87329
751	263749	86981
752	264091	86627
753	264506	86297
754	264952	85978
755	265322	85633
756	265773	85314
757	266117	84960
758	266628	84660
759	267094	84345
760	267462	83999
761	267863	83663
762	268218	83312
763	268642	82983
764	269046	82648
765	269400	82297
766	269923	81997
767	270313	81657
768	270763	81334
769	271164	80997
770	271523	80647
771	272046	80345
772	272506	80024
773	272936	79694
774	273486	79399
775	273954	79079
776	274433	78762
777	274877	78435
778	275175	78066
779	275555	77720
780	276029	77401
781	276347	77038
782	276749	76698
783	277137	76354
784	277501	76003
785	277881	75657
786	278304	75322
787	278791	75004
788	279096	74638
789	279446	74283
790	279927	73963
791	280242	73598
792	280624	73252
793	281172	72949
794	281555	72602
795	281964	72262
796	282395	71927
797	282819	71590
798	283321	71273
799	283839	70959
800	284277	70625
801	284705	70288
802	285147	69955
803	285486	69596
804	285918	69259
805	286412	68937
806	286764	68581
807	287100	68221
808	287638	67909
809	287943	67542
810	288475	67228
811	288993	66909
812	289360	66556
813	289805	66220
814	290264	65888
815	290625	65533
816	291018	65185
817	291498	64856
818	291889	64508
819	292238	64149
820	292559	63785
821	293001	63448
822	293319	63083
823	293769	62746
824	294156	62396
825	294486	62034
826	294906	61691
827	295307	61344
828	295714	60997
829	296010	60628
830	296371	60272
831	296869	59944
832	297146	59571
833	297605	59235
834	298125	58911
835	298421	58542
836	298764	58182
837	299132	57827
838	299547	57481
839	299844	57113
840	300161	56748
841	300610	56409
842	300910	56041
843	301354	55700
844	301898	55377
845	302261	55021
846	302595	54660
847	303034	54317
848	303398	53961
849	303802	53612
850	304121	53248
851	304570	52906
852	304883	52541
853	305188	52175
854	305657	51836
855	306029	51481
856	306352	51118
857	306791	50774
858	307131	50413
859	307463	50052
860	307882	49704
861	308357	49365
862	308809	49022
863	309189	48668
864	309671	48330
865	310037	47973
866	310357	47609
867	310817	47267
868	311226	46916
869	311584	46558
870	312066	46218
871	312399	45856
872	312896	45518
873	313363	45175
874	313727	44818
875	314183	44473
876	314748	44143
877	315116	43786
878	315495	43429
879	315983	43088
880	316291	42722
881	316616	42359
882	316933	41994
883	317369	41645
884	317763	41291
885	318122	40932
886	318573	40584
887	318946	40227
888	319364	39875
889	319871	39534
890	320239	39176
891	320648	38822
892	321354	38505
893	322094	38190
894	322865	37878
895	323382	37535
896	323947	37197
897	324740	36885
898	325209	36536
899	325675	36186
900	326036	35824
901	326673	35492
902	327159	35143
903	327574	34786
904	328143	34446
905	328655	34098
906	329235	33758
907	329644	33400
908	330050	33041
909	330523	32689
910	331043	32341
911	331488	31985
912	332095	31645
913	332497	31285
914	333028	30937
915	333439	30577
916	333825	30215
917	334238	29855
918	334838	29512
919	335294	29156
920	335836	28806
921	336281	28449
922	336688	28087
923	337281	27741
924	337712	27382
925	338302	27034
926	339010	26696
927	339582	26346
928	340313	26008
929	340857	25655
930	341484	25308
931	341933	24947
932	342512	24596
933	343059	24241
934	343473	23877
935	344009	23522
936	344613	23170
937	345045	22806
938	345639	22453
939	346156	22095
940	346773	21742
941	347306	21384
942	347765	21020
943	348547	20676
944	348983	20311
945	349570	19954
946	349982	19587
947	350448	19222
948	351115	18869
949	351541	18502
950	351867	18129
951	352327	17764
952	352795	17399
953	353231	17032
954	353810	16671
955	354292	16306
956	354723	15938
957	355202	15572
958	355655	15205
959	356055	14835
960	356585	14471
961	357021	14102
962	357531	13736
963	358030	13370
964	358438	13000
965	358996	12635
966	359586	12271
967	360114	11904
968	360500	11533
969	360907	11162
970	361395	10793
971	361979	10427
972	362428	10057
973	363108	9692
974	363541	9321
975	363997	8950
976	364628	8583
977	365247	8216
978	365839	7847
979	366191	7473
980	366873	7105
981	367350	6733
982	367775	6360
983	368305	5988
984	368800	5616
985	369184	5241
986	369718	4869
987	370098	4495
988	370575	4121
989	371078	3748
990	371608	3374
991	372093	3000
992	372448	2625
993	372943	2251
994	373502	1876
995	373933	1501
996	374340	1126
997	374853	751
998	375275	375
999	375627	0
