iter	MultiClass
510	1.028523416
511	1.028307895
512	1.028096879
513	1.027853088
514	1.027648343
515	1.027487033
516	1.027320069
517	1.027085843
518	1.026794368
519	1.026625339
520	1.026437565
521	1.026257664
522	1.026019514
523	1.025756779
524	1.025607573
525	1.025378997
526	1.025187341
527	1.024853085
528	1.024622148
529	1.024349296
530	1.024132167
531	1.023876856
532	1.023684738
533	1.023473407
534	1.023309118
535	1.023105902
536	1.022911818
537	1.022736937
538	1.022564365
539	1.022380724
540	1.022186811
541	1.021998868
542	1.021664607
543	1.021508487
544	1.021318267
545	1.021220669
546	1.020987271
547	1.020730425
548	1.020606547
549	1.020384815
550	1.020236331
551	1.020044849
552	1.019892528
553	1.019644794
554	1.019459673
555	1.019252921
556	1.019025425
557	1.018865838
558	1.018675816
559	1.018462249
560	1.018294365
561	1.018094344
562	1.01779444
563	1.01751141
564	1.017314282
565	1.017175963
566	1.017100711
567	1.016897591
568	1.016710268
569	1.016381463
570	1.016242119
571	1.015992206
572	1.015775794
573	1.01552454
574	1.015320643
575	1.01514194
576	1.015031896
577	1.014765675
578	1.014565088
579	1.014302508
580	1.014182817
581	1.014049378
582	1.013829003
583	1.013658106
584	1.013460876
585	1.013267776
586	1.013072788
587	1.012892072
588	1.012609613
589	1.012497768
590	1.012357202
591	1.012099062
592	1.011918188
593	1.011774536
594	1.011620918
595	1.011357724
596	1.011112959
597	1.010870838
598	1.010569739
599	1.010391759
600	1.010257216
601	1.010183657
602	1.010036232
603	1.009878382
604	1.009723731
605	1.009435175
606	1.009273548
607	1.009120496
608	1.009018278
609	1.008690329
610	1.008317277
611	1.008093087
612	1.007970703
613	1.007617792
614	1.007403674
615	1.007270906
616	1.007034402
617	1.006841886
618	1.006587872
619	1.006240682
620	1.006148007
621	1.005843122
622	1.005741449
623	1.005572905
624	1.005371754
625	1.005247425
626	1.005075317
627	1.004836974
628	1.004619412
629	1.004372596
630	1.00408196
631	1.003866493
632	1.003693739
633	1.003473494
634	1.003351126
635	1.003191639
636	1.0030472
637	1.002873856
638	1.002703748
639	1.002550082
640	1.00225265
641	1.00206376
642	1.001888266
643	1.001582049
644	1.001354327
645	1.001259116
646	1.00108851
647	1.000951187
648	1.000826204
649	1.000506416
650	1.000280683
651	1.000134351
652	0.9999409276
653	0.9996298837
654	0.9994069172
655	0.9992687152
656	0.9990401205
657	0.9988450695
658	0.9986089214
659	0.9984446722
660	0.998222544
661	0.9979731169
662	0.9978062067
663	0.9976257173
664	0.9974247247
665	0.9972558253
666	0.9970476954
667	0.9968551675
668	0.9966270819
669	0.9962988549
670	0.9961690878
671	0.9959908489
672	0.9957074038
673	0.9954163648
674	0.9952082521
675	0.9949636826
676	0.9947691356
677	0.9946870191
678	0.9944383047
679	0.9942201907
680	0.9940464856
681	0.9938426414
682	0.9937216198
683	0.993552407
684	0.9933719502
685	0.993204728
686	0.9929563779
687	0.9928332986
688	0.9926463173
689	0.9923757087
690	0.9922152384
691	0.9919062145
692	0.9917161708
693	0.991371471
694	0.9911763412
695	0.9910311304
696	0.9907970778
697	0.9906004868
698	0.99036116
699	0.9900846
700	0.9899309611
701	0.9897938288
702	0.9896707259
703	0.989376376
704	0.9891927206
705	0.9889785812
706	0.9888126182
707	0.9886081621
708	0.9883604836
709	0.9882176618
710	0.9880550277
711	0.987930798
712	0.9876654788
713	0.9875067556
714	0.9873321296
715	0.987177846
716	0.9868997973
717	0.986711846
718	0.986463555
719	0.9862941709
720	0.9861759234
721	0.9859833996
722	0.9857440107
723	0.9855411132
724	0.9853548098
725	0.985186832
726	0.9850091849
727	0.9848822816
728	0.9846932893
729	0.9845897436
730	0.9843397507
731	0.9841495993
732	0.9839925752
733	0.9838928911
734	0.9837199041
735	0.9835434091
736	0.9833616845
737	0.9831884247
738	0.9830468911
739	0.982850307
740	0.9826253229
741	0.982383707
742	0.9822239123
743	0.9821256839
744	0.9819070268
745	0.9818000944
746	0.981556345
747	0.9814076512
748	0.9812527257
749	0.9811044948
750	0.9808686814
751	0.9807481607
752	0.9805949596
753	0.9804060962
754	0.980145068
755	0.9799301717
756	0.9797078407
757	0.9795363687
758	0.9792663566
759	0.9790456207
760	0.9789573222
761	0.9788345503
762	0.9787044868
763	0.9785508053
764	0.9783509978
765	0.9781755091
766	0.9780132983
767	0.9777447313
768	0.9774510026
769	0.9772871241
770	0.9770771349
771	0.976853894
772	0.9766728024
773	0.9765357724
774	0.976317232
775	0.9760609717
776	0.9757506979
777	0.9755316658
778	0.9753643284
779	0.9751250588
780	0.9748375886
781	0.9747040517
782	0.9745047509
783	0.9743734253
784	0.9741938146
785	0.9740323288
786	0.9738573009
787	0.9736257951
788	0.9734895087
789	0.9733381897
790	0.9732192279
791	0.9729908239
792	0.9728398415
793	0.9725739172
794	0.9722921299
795	0.9721281509
796	0.9720295759
797	0.9717553121
798	0.9716044579
799	0.971453441
800	0.9712409693
801	0.9709806734
802	0.9708608703
803	0.9706780276
804	0.9703966494
805	0.970270733
806	0.97013532
807	0.9700138223
808	0.9697808666
809	0.969652633
810	0.9694979545
811	0.9693136054
812	0.9691180845
813	0.9688941518
814	0.9687482199
815	0.9685755979
816	0.9684478787
817	0.9683236654
818	0.9681781593
819	0.9679825304
820	0.9678274348
821	0.9676285793
822	0.9674581565
823	0.9671842701
824	0.9670151321
825	0.9668106731
826	0.966623492
827	0.9664987933
828	0.9662648288
829	0.966158851
830	0.9659161766
831	0.9657142928
832	0.9656038177
833	0.9654061795
834	0.9651871696
835	0.9650936508
836	0.9649153316
837	0.964772042
838	0.9646113726
839	0.9644491555
840	0.9642603415
841	0.9641507016
842	0.9640026521
843	0.9637915138
844	0.9635666905
845	0.9633753074
846	0.9631511163
847	0.962981609
848	0.962896015
849	0.9626756655
850	0.9625891541
851	0.9624105743
852	0.9623052816
853	0.9621090771
854	0.9619488154
855	0.9618286617
856	0.9616910558
857	0.9615133216
858	0.9614232101
859	0.9612223366
860	0.9610080045
861	0.960745368
862	0.9605450319
863	0.9604082042
864	0.9602170333
865	0.9600416273
866	0.9598673265
867	0.9596983043
868	0.9595528656
869	0.9593356867
870	0.9591866873
871	0.9589896339
872	0.9587709225
873	0.9586438891
874	0.9584391349
875	0.9581433873
876	0.9579196713
877	0.9577549251
878	0.9576081095
879	0.9574577712
880	0.9573147526
881	0.9571653561
882	0.9570047122
883	0.9568087898
884	0.9565288094
885	0.9563013556
886	0.9561197589
887	0.9559943622
888	0.9557937448
889	0.9555598418
890	0.9553881519
891	0.9552828982
892	0.9550440719
893	0.9548393035
894	0.9546300998
895	0.9544253118
896	0.9542496961
897	0.9540654541
898	0.953963306
899	0.9538450761
900	0.9537624246
901	0.9535183158
902	0.9533348419
903	0.9531742936
904	0.9530066937
905	0.9527649214
906	0.9526249972
907	0.9525015077
908	0.9523066704
909	0.952197379
910	0.9519441721
911	0.9517313095
912	0.9515410012
913	0.9513311156
914	0.9511768786
915	0.9509651777
916	0.9508157535
917	0.9507039096
918	0.9505086804
919	0.950345923
920	0.9502244345
921	0.950080952
922	0.9499920397
923	0.949842103
924	0.9496899041
925	0.9494992695
926	0.9493561087
927	0.9491249453
928	0.9489502793
929	0.9488210565
930	0.9485629553
931	0.9484661266
932	0.9482210996
933	0.9481046832
934	0.94797615
935	0.9478852685
936	0.9476063717
937	0.9474392404
938	0.9472883664
939	0.9471580198
940	0.9469722438
941	0.9468242677
942	0.9466225996
943	0.9464061831
944	0.946265829
945	0.9461499671
946	0.9459983937
947	0.9458546553
948	0.9457317268
949	0.945605605
950	0.9455248248
951	0.9453832999
952	0.9452459426
953	0.9450695184
954	0.944857056
955	0.9447267218
956	0.9444552325
957	0.9442666202
958	0.9441033602
959	0.9438885359
960	0.9437167192
961	0.9434605996
962	0.9433616887
963	0.9431128726
964	0.9429002643
965	0.9426944124
966	0.942526703
967	0.9423346886
968	0.9421637244
969	0.9419416115
970	0.9417390652
971	0.9416061734
972	0.9414674494
973	0.9412046377
974	0.9410017945
975	0.9408037026
976	0.9406365719
977	0.940464778
978	0.9403579763
979	0.9402188666
980	0.9398578461
981	0.9396638481
982	0.9395218991
983	0.939293716
984	0.9391225014
985	0.9389783369
986	0.9387879977
987	0.9386173133
988	0.9384396667
989	0.9383160417
990	0.9381100938
991	0.9378974737
992	0.9377983803
993	0.9375789375
994	0.9374528333
995	0.9373257549
996	0.9370789643
997	0.9369325308
998	0.9367066207
999	0.9366411314
